"_time",plc,teller
"2015-06-08T23:40:03.846+0200","00009-Centraal.1",1099
"2015-06-08T23:40:00.596+0200","00009-Centraal.1",1098
"2015-06-08T23:39:58.166+0200","00009-Centraal.1",1097
"2015-06-08T23:39:55.736+0200","00009-Centraal.1",1096
"2015-06-08T23:39:52.506+0200","00009-Centraal.1",1095
"2015-06-08T23:39:47.670+0200","00009-Centraal.2",1094
"2015-06-08T23:39:47.665+0200","00009-Centraal.1",1095
"2015-06-08T23:39:45.605+0200","00009-Centraal.1",1094
"2015-06-08T23:39:39.095+0200","00009-Centraal.1",1093
"2015-06-08T23:39:32.205+0200","00009-Centraal.1",1092
"2015-06-08T23:39:31.000+0200","00009-Centraal.2",1091
"2015-06-08T23:39:29.364+0200","00009-Centraal.1",1092
"2015-06-08T23:39:26.529+0200","00009-Centraal.2",1091
"2015-06-08T23:39:14.779+0200","00009-Centraal.2",1092
"2015-06-08T23:39:12.338+0200","00009-Centraal.2",1093
"2015-06-08T23:39:07.878+0200","00009-Centraal.2",1094
"2015-06-08T23:39:06.253+0200","00009-Centraal.1",1095
"2015-06-08T23:39:03.008+0200","00009-Centraal.2",1094
"2015-06-08T23:38:59.753+0200","00009-Centraal.1",1095
"2015-06-08T23:38:56.118+0200","00009-Centraal.2",1094
"2015-06-08T23:38:52.457+0200","00009-Centraal.2",1095
"2015-06-08T23:38:47.612+0200","00009-Centraal.1",1096
"2015-06-08T23:38:43.547+0200","00009-Centraal.2",1095
"2015-06-08T23:38:38.697+0200","00009-Centraal.2",1096
"2015-06-08T23:38:36.236+0200","00009-Centraal.2",1097
"2015-06-08T23:38:34.216+0200","00009-Centraal.2",1098
"2015-06-08T23:38:05.800+0200","00009-Centraal.1",1099
"2015-06-08T23:38:02.589+0200","00009-Centraal.1",1098
"2015-06-08T23:38:00.129+0200","00009-Centraal.1",1097
"2015-06-08T23:37:53.269+0200","00009-Centraal.1",1096
"2015-06-08T23:37:28.898+0200","00009-Centraal.1",1095
"2015-06-08T23:37:24.057+0200","00009-Centraal.1",1094
"2015-06-08T23:37:21.597+0200","00009-Centraal.1",1093
"2015-06-08T23:37:19.187+0200","00009-Centraal.1",1092
"2015-06-08T23:37:12.257+0200","00009-Centraal.1",1091
"2015-06-08T23:37:04.586+0200","00009-Centraal.1",1090
"2015-06-08T23:37:02.156+0200","00009-Centraal.1",1089
"2015-06-08T23:36:45.905+0200","00009-Centraal.1",1088
"2015-06-08T23:36:40.215+0200","00009-Centraal.1",1087
"2015-06-08T23:36:34.564+0200","00009-Centraal.1",1086
"2015-06-08T23:36:27.284+0200","00009-Centraal.1",1085
"2015-06-08T23:36:24.414+0200","00009-Centraal.1",1084
"2015-06-08T23:36:21.584+0200","00009-Centraal.1",1083
"2015-06-08T23:36:14.663+0200","00009-Centraal.1",1082
"2015-06-08T23:36:06.173+0200","00009-Centraal.1",1081
"2015-06-08T23:36:02.923+0200","00009-Centraal.1",1080
"2015-06-08T23:36:01.303+0200","00009-Centraal.1",1079
"2015-06-08T23:35:57.652+0200","00009-Centraal.1",1078
"2015-06-08T23:35:54.812+0200","00009-Centraal.1",1077
"2015-06-08T23:35:51.182+0200","00009-Centraal.1",1076
"2015-06-08T23:35:45.082+0200","00009-Centraal.1",1075
"2015-06-08T23:35:43.102+0200","00009-Centraal.1",1074
"2015-06-08T23:35:36.961+0200","00009-Centraal.1",1073
"2015-06-08T23:35:34.951+0200","00009-Centraal.1",1072
"2015-06-08T23:17:56.710+0200","00010-Centraal.1",1224
"2015-06-08T23:17:36.023+0200","00010-Centraal.2",1223
"2015-06-08T23:14:57.879+0200","00010-Centraal.1",1224
"2015-06-08T23:14:50.939+0200","00010-Centraal.1",1223
"2015-06-08T23:14:46.079+0200","00010-Centraal.1",1222
"2015-06-08T23:14:37.153+0200","00010-Centraal.2",1221
"2015-06-08T23:14:30.273+0200","00010-Centraal.2",1222
"2015-06-08T23:14:25.402+0200","00010-Centraal.2",1223
"2015-06-08T23:12:37.941+0200","0017A-West",1383
"2015-06-08T23:12:32.641+0200","0017A-West",1382
"2015-06-08T23:12:30.241+0200","0017A-West",1381
"2015-06-08T23:12:24.140+0200","0017A-West",1380
"2015-06-08T23:12:20.450+0200","0017A-West",1379
"2015-06-08T23:12:14.830+0200","0017A-West",1378
"2015-06-08T23:12:08.310+0200","0017A-West",1377
"2015-06-08T23:12:06.279+0200","0017A-West",1376
"2015-06-08T23:12:03.049+0200","0017A-West",1375
"2015-06-08T23:11:58.559+0200","0017A-West",1374
"2015-06-08T23:11:50.449+0200","00010-Centraal.1",1224
"2015-06-08T23:11:48.828+0200","00010-Centraal.1",1223
"2015-06-08T23:11:42.338+0200","00010-Centraal.1",1222
"2015-06-08T23:11:40.308+0200","00010-Centraal.1",1221
"2015-06-08T23:11:38.268+0200","00010-Centraal.1",1220
"2015-06-08T23:11:35.448+0200","00010-Centraal.1",1219
"2015-06-08T23:11:29.772+0200","00010-Centraal.2",1218
"2015-06-08T23:11:28.132+0200","00010-Centraal.2",1219
"2015-06-08T23:11:26.967+0200","0017A-West",1373
"2015-06-08T23:11:23.677+0200","0017A-West",1372
"2015-06-08T23:11:22.467+0200","0017A-West",1371
"2015-06-08T23:11:21.672+0200","00010-Centraal.2",1220
"2015-06-08T23:11:19.622+0200","00010-Centraal.2",1221
"2015-06-08T23:11:16.827+0200","0017A-West",1370
"2015-06-08T23:11:14.772+0200","00010-Centraal.2",1222
"2015-06-08T23:11:11.526+0200","0017A-West",1369
"2015-06-08T23:11:08.706+0200","0017A-West",1368
"2015-06-08T23:11:02.226+0200","0017A-West",1367
"2015-06-08T23:10:56.535+0200","0017A-West",1366
"2015-06-08T23:10:53.305+0200","0017A-West",1365
"2015-06-08T23:10:50.005+0200","0017A-West",1364
"2015-06-08T23:10:45.955+0200","0017A-West",1363
"2015-06-08T23:10:43.545+0200","0017A-West",1362
"2015-06-08T23:10:38.254+0200","0017A-West",1361
"2015-06-08T23:10:33.024+0200","0017A-West",1360
"2015-06-08T23:10:28.544+0200","0017A-West",1359
"2015-06-08T23:10:25.714+0200","0017A-West",1358
"2015-06-08T23:10:21.203+0200","0017A-West",1357
"2015-06-08T23:10:17.163+0200","0017A-West",1356
"2015-06-08T23:10:13.543+0200","0017A-West",1355
"2015-06-08T23:10:07.423+0200","0017A-West",1354
"2015-06-08T23:10:03.372+0200","0017A-West",1353
"2015-06-08T23:09:52.002+0200","0017A-West",1352
"2015-06-08T23:09:48.772+0200","0017A-West",1351
"2015-06-08T23:09:45.951+0200","0017A-West",1350
"2015-06-08T23:09:40.251+0200","0017A-West",1349
"2015-06-08T23:09:34.201+0200","0017A-West",1348
"2015-06-08T23:09:29.290+0200","0017A-West",1347
"2015-06-08T23:09:24.070+0200","0017A-West",1346
"2015-06-08T23:09:19.960+0200","0017A-West",1345
"2015-06-08T23:09:14.730+0200","0017A-West",1344
"2015-06-08T23:09:10.629+0200","0017A-West",1343
"2015-06-08T23:09:06.189+0200","0017A-West",1342
"2015-06-08T23:08:58.879+0200","0017A-West",1341
"2015-06-08T23:08:53.218+0200","0017A-West",1340
"2015-06-08T23:08:49.158+0200","00010-Centraal.1",1223
"2015-06-08T23:08:48.748+0200","0017A-West",1339
"2015-06-08T23:08:45.518+0200","00010-Centraal.1",1222
"2015-06-08T23:08:43.048+0200","0017A-West",1338
"2015-06-08T23:08:39.838+0200","00010-Centraal.1",1221
"2015-06-08T23:08:38.208+0200","0017A-West",1337
"2015-06-08T23:08:38.198+0200","00010-Centraal.1",1220
"2015-06-08T23:08:34.937+0200","0017A-West",1336
"2015-06-08T23:08:31.727+0200","00010-Centraal.1",1219
"2015-06-08T23:08:28.472+0200","00010-Centraal.2",1218
"2015-06-08T23:08:28.467+0200","0017A-West",1335
"2015-06-08T23:08:27.637+0200","00010-Centraal.1",1219
"2015-06-08T23:08:25.212+0200","00010-Centraal.2",1218
"2015-06-08T23:08:24.807+0200","00010-Centraal.1",1219
"2015-06-08T23:08:23.637+0200","0017A-West",1334
"2015-06-08T23:08:19.987+0200","0017A-West",1333
"2015-06-08T23:08:19.121+0200","00010-Centraal.2",1218
"2015-06-08T23:08:17.521+0200","00010-Centraal.2",1219
"2015-06-08T23:08:16.696+0200","0017A-West",1332
"2015-06-08T23:08:12.226+0200","0017A-West",1331
"2015-06-08T23:08:11.041+0200","00010-Centraal.2",1220
"2015-06-08T23:08:06.986+0200","0017A-West",1330
"2015-06-08T23:08:06.981+0200","00010-Centraal.2",1221
"2015-06-08T23:08:04.121+0200","00010-Centraal.2",1222
"2015-06-08T23:07:53.975+0200","0017A-West",1329
"2015-06-08T23:07:47.895+0200","0017A-West",1328
"2015-06-08T23:07:44.655+0200","0017A-West",1327
"2015-06-08T23:07:38.614+0200","0017A-West",1326
"2015-06-08T23:07:35.734+0200","0017A-West",1325
"2015-06-08T23:07:24.363+0200","0017A-West",1324
"2015-06-08T23:07:21.983+0200","0017A-West",1323
"2015-06-08T23:07:18.313+0200","0017A-West",1322
"2015-06-08T23:07:15.073+0200","0017A-West",1321
"2015-06-08T23:07:12.193+0200","0017A-West",1320
"2015-06-08T23:07:08.962+0200","0017A-West",1319
"2015-06-08T23:05:58.808+0200","0017A-West",1318
"2015-06-08T23:05:53.928+0200","0017A-West",1317
"2015-06-08T23:05:51.078+0200","0017A-West",1316
"2015-06-08T23:05:47.838+0200","0017A-West",1315
"2015-06-08T23:05:42.187+0200","0017A-West",1314
"2015-06-08T23:05:38.117+0200","00010-Centraal.1",1223
"2015-06-08T23:05:36.487+0200","00010-Centraal.1",1222
"2015-06-08T23:05:36.487+0200","0017A-West",1313
"2015-06-08T23:05:34.907+0200","00010-Centraal.1",1221
"2015-06-08T23:05:33.237+0200","00010-Centraal.1",1220
"2015-06-08T23:05:32.427+0200","0017A-West",1312
"2015-06-08T23:05:28.777+0200","00010-Centraal.1",1219
"2015-06-08T23:05:27.197+0200","00010-Centraal.1",1218
"2015-06-08T23:05:27.197+0200","0017A-West",1311
"2015-06-08T23:05:25.127+0200","00010-Centraal.1",1217
"2015-06-08T23:05:23.956+0200","00010-Centraal.1",1216
"2015-06-08T23:05:23.516+0200","0017A-West",1310
"2015-06-08T23:05:20.256+0200","0017A-West",1309
"2015-06-08T23:05:18.266+0200","00010-Centraal.1",1215
"2015-06-08T23:05:15.806+0200","0017A-West",1308
"2015-06-08T23:05:13.796+0200","0017A-West",1307
"2015-06-08T23:05:13.786+0200","00010-Centraal.1",1214
"2015-06-08T23:05:12.156+0200","00010-Centraal.1",1213
"2015-06-08T23:05:11.356+0200","0017A-West",1306
"2015-06-08T23:05:08.526+0200","0017A-West",1305
"2015-06-08T23:05:04.485+0200","0017A-West",1304
"2015-06-08T23:05:00.835+0200","0017A-West",1303
"2015-06-08T23:04:57.955+0200","0017A-West",1302
"2015-06-08T23:04:55.935+0200","0017A-West",1301
"2015-06-08T23:04:50.235+0200","0017A-West",1300
"2015-06-08T23:04:46.234+0200","0017A-West",1299
"2015-06-08T23:04:41.734+0200","0017A-West",1298
"2015-06-08T23:04:36.894+0200","0017A-West",1297
"2015-06-08T23:04:33.614+0200","0017A-West",1296
"2015-06-08T23:04:31.183+0200","0017A-West",1295
"2015-06-08T23:04:23.903+0200","0017A-West",1294
"2015-06-08T23:04:21.033+0200","0017A-West",1293
"2015-06-08T23:04:15.773+0200","0017A-West",1292
"2015-06-08T23:04:12.947+0200","00008-Centraal.1",238
"2015-06-08T23:04:12.532+0200","0017A-West",1291
"2015-06-08T23:04:01.572+0200","0017A-West",1290
"2015-06-08T23:03:56.721+0200","0017A-West",1289
"2015-06-08T23:03:53.081+0200","0017A-West",1288
"2015-06-08T23:03:53.056+0200","00008-Centraal.2",237
"2015-06-08T23:03:51.436+0200","00008-Centraal.2",238
"2015-06-08T23:03:49.001+0200","0017A-West",1287
"2015-06-08T23:03:45.751+0200","0017A-West",1286
"2015-06-08T23:03:43.376+0200","0016A-West",1750
"2015-06-08T23:03:40.486+0200","0016A-West",1749
"2015-06-08T23:03:40.111+0200","0017A-West",1285
"2015-06-08T23:03:38.080+0200","0017A-West",1284
"2015-06-08T23:03:36.445+0200","0016A-West",1748
"2015-06-08T23:03:34.800+0200","0017A-West",1283
"2015-06-08T23:03:33.215+0200","0016A-West",1747
"2015-06-08T23:03:32.370+0200","0017A-West",1282
"2015-06-08T23:03:30.755+0200","0016A-West",1746
"2015-06-08T23:03:28.325+0200","0016A-West",1745
"2015-06-08T23:03:27.530+0200","0017A-West",1281
"2015-06-08T23:03:25.505+0200","0016A-West",1744
"2015-06-08T23:03:23.840+0200","0017A-West",1280
"2015-06-08T23:03:21.014+0200","0016A-West",1743
"2015-06-08T23:03:19.809+0200","0017A-West",1279
"2015-06-08T23:03:18.214+0200","0016A-West",1742
"2015-06-08T23:03:16.184+0200","0016A-West",1741
"2015-06-08T23:03:16.179+0200","0017A-West",1278
"2015-06-08T23:03:12.954+0200","0016A-West",1740
"2015-06-08T23:03:11.279+0200","0017A-West",1277
"2015-06-08T23:03:10.484+0200","0016A-West",1739
"2015-06-08T23:03:08.869+0200","0017A-West",1276
"2015-06-08T23:03:08.044+0200","0016A-West",1738
"2015-06-08T23:03:06.839+0200","0017A-West",1275
"2015-06-08T23:03:04.803+0200","0016A-West",1737
"2015-06-08T23:03:03.998+0200","0017A-West",1274
"2015-06-08T23:03:01.993+0200","0016A-West",1736
"2015-06-08T23:02:59.523+0200","0016A-West",1735
"2015-06-08T23:02:59.098+0200","0017A-West",1273
"2015-06-08T23:02:57.513+0200","0016A-West",1734
"2015-06-08T23:02:54.648+0200","0017A-West",1272
"2015-06-08T23:02:50.608+0200","0017A-West",1271
"2015-06-08T23:02:43.337+0200","0017A-West",1270
"2015-06-08T23:02:38.017+0200","0017A-West",1269
"2015-06-08T23:02:32.777+0200","0017A-West",1268
"2015-06-08T23:02:29.086+0200","0017A-West",1267
"2015-06-08T23:02:22.596+0200","0017A-West",1266
"2015-06-08T23:02:18.166+0200","0017A-West",1265
"2015-06-08T23:02:14.086+0200","0017A-West",1264
"2015-06-08T23:02:08.455+0200","0017A-West",1263
"2015-06-08T23:02:05.575+0200","0017A-West",1262
"2015-06-08T23:02:00.705+0200","0017A-West",1261
"2015-06-08T23:01:48.524+0200","0017A-West",1260
"2015-06-08T23:01:43.284+0200","0017A-West",1259
"2015-06-08T23:01:34.343+0200","0017A-West",1258
"2015-06-08T23:01:27.073+0200","0017A-West",1257
"2015-06-08T23:01:22.623+0200","0017A-West",1256
"2015-06-08T23:01:18.112+0200","0017A-West",1255
"2015-06-08T23:01:13.272+0200","0017A-West",1254
"2015-06-08T23:01:09.621+0200","00012-Centraal.1",670
"2015-06-08T23:01:06.341+0200","0017A-West",1253
"2015-06-08T23:01:02.696+0200","00012-Centraal.1",669
"2015-06-08T23:01:00.270+0200","0017A-West",1252
"2015-06-08T23:00:52.570+0200","0017A-West",1251
"2015-06-08T23:00:51.775+0200","00008-Centraal.1",239
"2015-06-08T23:00:48.525+0200","00012-Centraal.2",668
"2015-06-08T23:00:48.115+0200","00008-Centraal.1",238
"2015-06-08T23:00:46.480+0200","0017A-West",1250
"2015-06-08T23:00:44.474+0200","00008-Centraal.1",237
"2015-06-08T23:00:42.464+0200","00012-Centraal.1",669
"2015-06-08T23:00:41.614+0200","00012-Centraal.2",668
"2015-06-08T23:00:40.439+0200","0017A-West",1249
"2015-06-08T23:00:37.954+0200","00012-Centraal.1",669
"2015-06-08T23:00:33.509+0200","0017A-West",1248
"2015-06-08T23:00:27.458+0200","0017A-West",1247
"2015-06-08T23:00:23.768+0200","0017A-West",1246
"2015-06-08T23:00:21.343+0200","00012-Centraal.2",668
"2015-06-08T23:00:16.883+0200","00012-Centraal.2",669
"2015-06-08T23:00:16.868+0200","0017A-West",1245
"2015-06-08T23:00:14.468+0200","0017A-West",1244
"2015-06-08T23:00:11.203+0200","00008-Centraal.1",236
"2015-06-08T23:00:06.727+0200","0017A-West",1243
"2015-06-08T23:00:02.717+0200","0017A-West",1242
"2015-06-08T22:59:53.377+0200","0017A-West",1241
"2015-06-08T22:59:49.706+0200","0017A-West",1240
"2015-06-08T22:59:46.476+0200","0017A-West",1239
"2015-06-08T22:59:37.966+0200","0017A-West",1238
"2015-06-08T22:59:27.835+0200","0017A-West",1237
"2015-06-08T22:59:26.185+0200","00009-Centraal.1",1071
"2015-06-08T22:59:20.495+0200","0017A-West",1236
"2015-06-08T22:59:16.064+0200","0018A-West",1037
"2015-06-08T22:59:14.854+0200","0017A-West",1235
"2015-06-08T22:59:12.774+0200","0018A-West",1036
"2015-06-08T22:59:10.344+0200","0018A-West",1035
"2015-06-08T22:59:09.164+0200","0017A-West",1234
"2015-06-08T22:59:05.114+0200","00009-Centraal.2",1070
"2015-06-08T22:59:04.284+0200","0018A-West",1034
"2015-06-08T22:59:01.844+0200","0018A-West",1033
"2015-06-08T22:58:54.973+0200","0018A-West",1032
"2015-06-08T22:58:51.683+0200","0018A-West",1031
"2015-06-08T22:58:47.633+0200","0018A-West",1030
"2015-06-08T22:58:44.003+0200","0018A-West",1029
"2015-06-08T22:58:41.162+0200","0018A-West",1028
"2015-06-08T22:58:36.672+0200","0018A-West",1027
"2015-06-08T22:58:31.822+0200","0018A-West",1026
"2015-06-08T22:58:30.187+0200","00012-Centraal.1",670
"2015-06-08T22:58:29.812+0200","00009-Centraal.1",1071
"2015-06-08T22:58:27.812+0200","00009-Centraal.1",1070
"2015-06-08T22:58:26.982+0200","0018A-West",1025
"2015-06-08T22:58:25.762+0200","00009-Centraal.1",1069
"2015-06-08T22:58:22.921+0200","00009-Centraal.1",1068
"2015-06-08T22:58:18.051+0200","00009-Centraal.1",1067
"2015-06-08T22:58:16.851+0200","0018A-West",1024
"2015-06-08T22:58:14.391+0200","00009-Centraal.1",1066
"2015-06-08T22:58:09.931+0200","00009-Centraal.1",1065
"2015-06-08T22:58:08.696+0200","00012-Centraal.2",669
"2015-06-08T22:58:06.670+0200","0018A-West",1023
"2015-06-08T22:58:05.485+0200","00012-Centraal.1",670
"2015-06-08T22:58:04.250+0200","0018A-West",1022
"2015-06-08T22:57:59.780+0200","0018A-West",1021
"2015-06-08T22:57:58.145+0200","00012-Centraal.1",669
"2015-06-08T22:57:55.300+0200","0018A-West",1020
"2015-06-08T22:57:53.690+0200","0018A-West",1019
"2015-06-08T22:57:47.198+0200","0018A-West",1018
"2015-06-08T22:57:43.953+0200","00012-Centraal.2",668
"2015-06-08T22:57:42.768+0200","0018A-West",1017
"2015-06-08T22:57:37.888+0200","00012-Centraal.1",669
"2015-06-08T22:57:37.073+0200","00012-Centraal.2",668
"2015-06-08T22:57:35.868+0200","0018A-West",1016
"2015-06-08T22:57:33.818+0200","00012-Centraal.1",669
"2015-06-08T22:57:31.427+0200","00009-Centraal.1",1064
"2015-06-08T22:57:28.967+0200","00009-Centraal.1",1063
"2015-06-08T22:57:23.287+0200","0018A-West",1015
"2015-06-08T22:57:22.087+0200","00009-Centraal.1",1062
"2015-06-08T22:57:20.457+0200","00009-Centraal.1",1061
"2015-06-08T22:57:16.782+0200","00012-Centraal.2",668
"2015-06-08T22:57:12.331+0200","00012-Centraal.2",669
"2015-06-08T22:57:10.706+0200","00009-Centraal.1",1060
"2015-06-08T22:57:05.426+0200","0018A-West",1014
"2015-06-08T22:57:01.386+0200","0018A-West",1013
"2015-06-08T22:56:58.156+0200","0018A-West",1012
"2015-06-08T22:56:55.715+0200","00009-Centraal.1",1059
"2015-06-08T22:56:53.245+0200","0018A-West",1011
"2015-06-08T22:56:51.245+0200","0018A-West",1010
"2015-06-08T22:56:49.235+0200","00009-Centraal.1",1058
"2015-06-08T22:56:45.165+0200","00009-Centraal.1",1057
"2015-06-08T22:56:36.634+0200","00009-Centraal.1",1056
"2015-06-08T22:56:34.624+0200","00009-Centraal.1",1055
"2015-06-08T22:56:27.734+0200","00009-Centraal.1",1054
"2015-06-08T22:56:26.114+0200","00009-Centraal.1",1053
"2015-06-08T22:56:23.654+0200","00009-Centraal.1",1052
"2015-06-08T22:56:18.393+0200","00009-Centraal.1",1051
"2015-06-08T22:56:16.353+0200","00009-Centraal.1",1050
"2015-06-08T22:56:13.533+0200","00009-Centraal.1",1049
"2015-06-08T22:56:05.002+0200","00009-Centraal.2",1048
"2015-06-08T22:55:54.472+0200","00009-Centraal.1",1049
"2015-06-08T22:55:41.901+0200","00009-Centraal.1",1048
"2015-06-08T22:55:37.841+0200","0018A-West",1009
"2015-06-08T22:55:34.981+0200","0018A-West",1008
"2015-06-08T22:55:33.361+0200","00009-Centraal.2",1047
"2015-06-08T22:55:30.120+0200","0018A-West",1007
"2015-06-08T22:55:27.290+0200","0018A-West",1006
"2015-06-08T22:55:25.240+0200","00012-Centraal.1",670
"2015-06-08T22:55:21.630+0200","0018A-West",1005
"2015-06-08T22:55:20.780+0200","00009-Centraal.2",1048
"2015-06-08T22:55:17.530+0200","0018A-West",1004
"2015-06-08T22:55:17.140+0200","00012-Centraal.1",669
"2015-06-08T22:55:13.900+0200","00012-Centraal.1",668
"2015-06-08T22:55:13.080+0200","0018A-West",1003
"2015-06-08T22:55:10.249+0200","00012-Centraal.1",667
"2015-06-08T22:55:08.649+0200","0018A-West",1002
"2015-06-08T22:55:05.379+0200","00012-Centraal.1",666
"2015-06-08T22:55:04.164+0200","00012-Centraal.2",665
"2015-06-08T22:55:03.739+0200","0018A-West",1001
"2015-06-08T22:55:00.949+0200","0018A-West",1000
"2015-06-08T22:55:00.529+0200","00012-Centraal.1",666
"2015-06-08T22:54:57.249+0200","0018A-West",999
"2015-06-08T22:54:55.634+0200","00012-Centraal.2",665
"2015-06-08T22:54:53.618+0200","00012-Centraal.1",666
"2015-06-08T22:54:52.798+0200","0018A-West",998
"2015-06-08T22:54:52.373+0200","00012-Centraal.2",665
"2015-06-08T22:54:49.978+0200","0018A-West",997
"2015-06-08T22:54:48.733+0200","00012-Centraal.2",666
"2015-06-08T22:54:45.488+0200","0018A-West",996
"2015-06-08T22:54:44.273+0200","00012-Centraal.2",667
"2015-06-08T22:54:42.248+0200","0018A-West",995
"2015-06-08T22:54:39.013+0200","00012-Centraal.2",668
"2015-06-08T22:54:37.387+0200","0018A-West",994
"2015-06-08T22:54:34.957+0200","0018A-West",993
"2015-06-08T22:54:33.337+0200","00012-Centraal.1",669
"2015-06-08T22:54:32.522+0200","00012-Centraal.2",668
"2015-06-08T22:54:32.127+0200","0018A-West",992
"2015-06-08T22:54:29.267+0200","00012-Centraal.1",669
"2015-06-08T22:54:29.257+0200","0018A-West",991
"2015-06-08T22:54:26.037+0200","00012-Centraal.1",668
"2015-06-08T22:54:24.797+0200","0018A-West",990
"2015-06-08T22:54:21.577+0200","00012-Centraal.1",667
"2015-06-08T22:54:18.726+0200","0018A-West",989
"2015-06-08T22:54:11.841+0200","00012-Centraal.2",666
"2015-06-08T22:54:11.446+0200","0018A-West",988
"2015-06-08T22:54:07.761+0200","00012-Centraal.2",667
"2015-06-08T22:54:06.956+0200","0018A-West",987
"2015-06-08T22:54:04.931+0200","00012-Centraal.2",668
"2015-06-08T22:54:00.865+0200","0018A-West",986
"2015-06-08T22:54:00.060+0200","00012-Centraal.2",669
"2015-06-08T22:53:58.445+0200","0018A-West",985
"2015-06-08T22:53:55.195+0200","0018A-West",984
"2015-06-08T22:53:52.355+0200","0018A-West",983
"2015-06-08T22:53:50.375+0200","0016B-West",1855
"2015-06-08T22:53:49.945+0200","0018A-West",982
"2015-06-08T22:53:46.675+0200","0018A-West",981
"2015-06-08T22:53:43.034+0200","0018A-West",980
"2015-06-08T22:53:35.774+0200","0018A-West",979
"2015-06-08T22:53:34.539+0200","0016B-West",1854
"2015-06-08T22:53:31.264+0200","0018A-West",978
"2015-06-08T22:53:30.884+0200","00009-Centraal.1",1049
"2015-06-08T22:53:28.034+0200","0018A-West",977
"2015-06-08T22:53:21.943+0200","0018A-West",976
"2015-06-08T22:53:21.148+0200","0016B-West",1853
"2015-06-08T22:53:11.843+0200","0016B-West",1852
"2015-06-08T22:53:11.393+0200","00009-Centraal.1",1048
"2015-06-08T22:53:10.172+0200","0018A-West",975
"2015-06-08T22:53:09.792+0200","00009-Centraal.2",1047
"2015-06-08T22:53:06.932+0200","0018A-West",974
"2015-06-08T22:53:04.112+0200","00009-Centraal.1",1048
"2015-06-08T22:53:02.877+0200","0016B-West",1851
"2015-06-08T22:53:00.862+0200","0018A-West",973
"2015-06-08T22:53:00.042+0200","00009-Centraal.1",1047
"2015-06-08T22:52:57.232+0200","0018A-West",972
"2015-06-08T22:52:53.167+0200","0016B-West",1850
"2015-06-08T22:52:50.311+0200","0018A-West",971
"2015-06-08T22:52:50.311+0200","00009-Centraal.2",1046
"2015-06-08T22:52:44.241+0200","0018A-West",970
"2015-06-08T22:52:44.216+0200","0016B-West",1849
"2015-06-08T22:52:43.001+0200","00009-Centraal.2",1047
"2015-06-08T22:52:40.561+0200","0018A-West",969
"2015-06-08T22:52:40.161+0200","00009-Centraal.1",1048
"2015-06-08T22:52:38.541+0200","00009-Centraal.2",1047
"2015-06-08T22:52:34.930+0200","0016B-West",1848
"2015-06-08T22:52:34.510+0200","0018A-West",968
"2015-06-08T22:52:32.470+0200","00009-Centraal.1",1048
"2015-06-08T22:52:30.430+0200","0018A-West",967
"2015-06-08T22:52:27.165+0200","0016B-West",1847
"2015-06-08T22:52:25.600+0200","0018A-West",966
"2015-06-08T22:52:25.580+0200","00012-Centraal.1",670
